Sample in Buffer,Sample in Window,TRIGGER,design_1_i/processing_system7_0_M_AXI_GP0_WREADY,design_1_i/processing_system7_0_M_AXI_GP0_AWADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_BRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_BVALID,design_1_i/processing_system7_0_M_AXI_GP0_BREADY,design_1_i/processing_system7_0_M_AXI_GP0_ARADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_RREADY,design_1_i/processing_system7_0_M_AXI_GP0_WVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARREADY,design_1_i/processing_system7_0_M_AXI_GP0_RDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_AWVALID,design_1_i/processing_system7_0_M_AXI_GP0_AWREADY,design_1_i/processing_system7_0_M_AXI_GP0_RRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_WDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_WSTRB[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_BID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLEN[3:0],design_1_i/<const0>_1,design_1_i/processing_system7_0_M_AXI_GP0_AWSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLEN[3:0],design_1_i/processing_system7_0_M_AXI_GP0_ARSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_ARBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARCACHE[3:0],design_1_i/processing_system7_0_M_AXI_GP0_AWCACHE[3:0],design_1_i/<const0>_2,design_1_i/<const0>_3,design_1_i/<const0>_4,design_1_i/<const0>_5,design_1_i/processing_system7_0_M_AXI_GP0_ARQOS[3:0],design_1_i/<const0>_6,design_1_i/<const0>_7,design_1_i/processing_system7_0_M_AXI_GP0_AWQOS[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RID[11:0],design_1_i/<const0>_8,design_1_i/processing_system7_0_M_AXI_GP0_RLAST,design_1_i/<const0>_9,design_1_i/processing_system7_0_M_AXI_GP0_WLAST,design_1_i/<const0>,design_1_i/processing_system7_0_M_AXI_GP0_WID[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3489,3489,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3490,3490,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3491,3491,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3492,3492,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3493,3493,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3494,3494,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3495,3495,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3496,3496,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3497,3497,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3498,3498,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3499,3499,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3500,3500,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3501,3501,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3502,3502,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3503,3503,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3504,3504,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3505,3505,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3506,3506,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3507,3507,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3508,3508,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3509,3509,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3510,3510,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3511,3511,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3512,3512,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3513,3513,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3514,3514,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3515,3515,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3516,3516,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3517,3517,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3518,3518,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3519,3519,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3520,3520,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3521,3521,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3522,3522,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3523,3523,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3524,3524,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3525,3525,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3526,3526,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3527,3527,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3528,3528,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3529,3529,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3530,3530,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3531,3531,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3532,3532,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3533,3533,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3534,3534,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3535,3535,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3536,3536,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3537,3537,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3538,3538,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3539,3539,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3540,3540,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3541,3541,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3542,3542,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3543,3543,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3544,3544,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3545,3545,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3546,3546,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3547,3547,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3548,3548,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3549,3549,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3550,3550,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3551,3551,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3552,3552,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3553,3553,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3554,3554,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3555,3555,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3556,3556,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3557,3557,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3558,3558,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3559,3559,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3560,3560,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3561,3561,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3562,3562,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3563,3563,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3564,3564,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3565,3565,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3566,3566,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3567,3567,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3568,3568,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3569,3569,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3570,3570,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3571,3571,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3572,3572,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3573,3573,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3574,3574,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3575,3575,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3576,3576,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3577,3577,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3578,3578,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3579,3579,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3580,3580,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3581,3581,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3582,3582,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3583,3583,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3584,3584,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3585,3585,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3586,3586,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
3587,3587,0,0,ef7f07ea,0,0,1,d500eedf,1,0,0,1,00000000,0,1,0,faea9be9,b,0,7,6,fd4,000,7,0,2,3,cff,3,9,3,3,2,f,f,0,0,0,0,e,0,0,9,000,0,0,0,0,0,7fb
